Funding block,address,Funding Amount[CELO],Funding Entity,Exists_in_Large_File,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20785606,0x1b9d16ae76c39cc9a2544c761aef328119a44f2e,1.976335,Tether : Binance,FALSE,13,"['Holograph' 'Holograph' nan 'Merkly' 'Holograph' 'L2Marathon' nan nan
 'Holograph' 'Interport Finance' 'Stargate' nan 'Omni X']",1.57,0.12,7,6,12,2023/8/8 6:23,2,140.13,"[5.9, 2.59, 8.86, 0, 8.32]"
20784431,0xeb754144561ef2d99be73ef9016413b154add636,1.999,Tether : Binance,FALSE,9,[nan nan nan 'CoreDAO' nan 'Merkly' nan nan 'Stargate'],67.05,7.45,4,5,6,2023/8/9 11:46,2,260.88,"[27.1, 37.41, 169.71, 0, 0.03]"
20777171,0x5cae79fbaefc122c17837168733fd5f757f92a26,1.999,Tether : Binance,FALSE,29,"[nan nan nan nan nan nan nan nan nan nan nan nan nan 'Stargate'
 'Fuse Bridge' nan nan nan nan 'Stargate' nan nan 'Stargate' nan nan nan
 nan 'Maverick Protocol' 'Orderly Network']",34.17,1.18,5,6,12,2023/8/8 3:24,2,212.79,"[0.06, 127.41, 11.22, 6.42, 33.96]"
20776334,0x99110691101da801566765eaecd558e11676793c,1.972394,Tether : Binance,FALSE,11,[nan 'Decent' 'Womex' nan nan nan nan nan nan nan 'Holograph'],0,0,4,5,10,2023/7/20 8:39,2,252.24,"[118.86, 18.08, 50.5, 0, 0.0]"
20770298,0x5f816ab85a49224a125af77dbb9ae4ee41d4e56c,1.971206,Tether : Binance,FALSE,25,"[nan nan 'Stargate' nan 'Stargate' 'Holograph' 'Orderly Network'
 'Stargate' nan 'Omni X' 'Stargate' nan nan 'Stargate' 'Aptos Bridge' nan
 nan nan nan 'Stargate' nan nan nan nan nan]",14.63,0.59,6,6,12,2023/7/2 19:22,2,2379.95,"[1127.36, 424.66, 148.34, 5.18, 25.5]"
20763221,0x87c61a32068a775c0b0a5036daca89d1635c974d,1.999,Tether : Binance,FALSE,11,['CoreDAO' nan 'Orderly Network' nan 'Stargate' nan nan nan nan nan nan],21.48,1.95,4,5,11,2023/7/22 11:02,2,138.82,"[37.48, 4.57, 11.4, 6.82, 45.89]"
20763215,0xeedb63bec72cedb703a671935dc4445a8877bbcd,1.999,Tether : Binance,FALSE,11,['CoreDAO' nan nan 'Stargate' nan nan 'Orderly Network' nan nan nan nan],22.34,2.03,4,5,10,2023/7/24 10:04,2,110.74,"[39.24, 10.15, 0, 2.51, 33.37]"
20757458,0xda51a8af4f80925971549023c820f01889e0a790,2.002968,Tether : Binance,FALSE,8,['Aptos Bridge' nan nan 'Orderly Network' nan 'Stargate' nan 'Holograph'],8,1,5,3,7,2023/5/12 19:46,2,491.12,"[13.95, 5.07, 278.13, 0.03, 6.96]"
20753965,0x8b9e3a97d3b6eba7f6328ac99c1d1b849421e654,2.044117,Tether : Binance,FALSE,12,[nan nan nan nan nan nan nan nan nan nan nan 'Stargate'],18.73,1.56,2,5,7,2023/8/9 5:17,2,53.88,"[0.45, 3.97, 8.18, 0.01, 5.94]"
20752764,0xb39fd8dc92f0b8ca51d214deae4be7b0ab6a74e4,2.031596,Tether : Binance,FALSE,6,[nan nan 'Stargate' nan nan nan],19.12,3.19,2,2,8,2023/8/7 14:51,2,60.1,"[1.73, 2.56, 36.13, 0, 0.24]"
20750103,0xf89f9f0bb4f1d6dea9086332f0012b42c609a889,2.037072,Tether : Binance,FALSE,20,"[nan 'Holograph' nan nan nan nan nan nan 'Holograph' nan nan nan nan nan
 nan 'Stargate' nan nan 'Holograph' nan]",1.52,0.08,3,5,7,2023/6/18 9:57,2,36.35,"[10.85, 0.07, 1.41, 0, 0.56]"
20747917,0xc946a890ec5c1e593c63f3cee8faf14d8c1a0be9,1.999,Tether : Binance,FALSE,13,"[nan 'L2Marathon' nan 'L2Marathon' nan 'L2Marathon' 'L2Marathon' nan nan
 'L2Marathon' nan 'L2Marathon' nan]",0,0,2,4,13,2023/8/7 11:20,2,14.8,"[2.42, 0, 6.65, 0, 4.12]"
20747907,0xd210739dbe4de768b192cb885ec4c51bb72ca767,1.999,Tether : Binance,FALSE,14,"[nan 'Stargate' 'Stargate' 'L2Marathon' 'Stargate' 'L2Marathon' nan
 'Stargate' 'L2Marathon' 'Gas.zip' 'Stargate' 'Stargate' nan nan]",10.76,0.77,4,6,11,2023/8/7 10:51,2,33,"[4.09, 1.78, 24.61, 0, 1.64]"
20747898,0x33a944242d3d55a82f53bedaffd17e8bc555d3f5,1.999,Tether : Binance,FALSE,24,"['l2telegraph' nan nan 'l2telegraph' nan nan 'l2telegraph' 'l2telegraph'
 'L2Marathon' nan 'L2Marathon' 'Stargate' 'l2telegraph' nan 'Stargate'
 'l2telegraph' 'l2telegraph' 'l2telegraph' nan 'Gas.zip' nan 'L2Marathon'
 'Stargate' 'Merkly']",6.4,0.27,6,6,11,2023/8/7 11:10,2,30.97,"[4.93, 0.03, 12.6, 0, 6.51]"
20744758,0xaaa24004dd723dc8be2cfc2c6045e9ec478baf1e,2.016416,Tether : Binance,FALSE,13,"[nan 'Orderly Network' 'Interport Finance' nan 'Stargate'
 'Maverick Protocol' 'Tevaera' nan nan 'Tevaera' 'Stargate' nan 'Stargate']",52.06,4,6,6,13,2023/6/8 7:26,2,745.6,"[78.38, 53.69, 193.81, 7.22, 63.62]"
20734385,0xb7273b61b07b2bffb190377c491387e5141b2549,1.999,Tether : Binance,FALSE,8,[nan nan nan nan 'Merkly' nan nan nan],2.36,0.3,2,3,8,2023/7/27 7:10,2,68.26,"[33.62, 0.0, 0, 1.53, 14.84]"
20729628,0x3ff31f751f8f452765114333e206f2df4a8cbc87,1.999,Tether : Binance,FALSE,44,"[nan 'Merkly' nan nan nan nan nan nan nan nan nan 'Merkly' nan nan nan nan
 nan nan nan 'Orderly Network' nan nan nan nan nan 'Merkly' nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan 'Stargate']",102.4,2.33,4,5,11,2022/9/21 7:27,2,2541.47,"[2119.73, 15.46, 0.0, 0.1, 7.54]"
20727073,0x3e5ca9dc7bbf7d92669303cecf537345d52945e1,1.999,Tether : Binance,FALSE,32,"['Omni X' nan 'Holograph' nan 'Aptos Bridge' 'Stargate' nan nan nan
 'CoreDAO' nan nan 'Holograph' nan nan 'Stargate' nan nan 'Omni X' nan nan
 'Holograph' nan 'Omni X' nan nan nan nan nan nan nan nan]",21.36,0.67,6,6,12,2023/7/20 17:14,2,128.74,"[33.53, 0, 79.23, 0, 0.67]"
20724922,0x6a52dce2e11f1ecc13a939bdaf4b710654a0f97d,1.999,Tether : Binance,FALSE,9,[nan nan nan nan nan nan 'StakeStone' 'CoreDAO' nan],0,0,3,5,7,2023/7/11 10:16,2,3134.72,"[324.7, 459.13, 0, 240.26, 162.45]"
20714726,0x61865694e3b791d3f703bbb81ef8a4eb9ba69f57,1.999,Tether : Binance,FALSE,10,[nan 'Stargate' nan 'CoreDAO' nan 'Angle' nan 'Stargate' nan 'Stargate'],1230.45,123.04,4,5,7,2023/6/24 8:51,2,561.63,"[27.77, 391.45, 2.17, 1.69, 83.51]"
20576413,0x56c65b723ff070785c0248e89240a76dcc20351e,2.047131,Tether : Binance,FALSE,7,[nan nan nan nan nan 'Holograph' 'Holograph'],0.17,0.02,2,5,6,2023/7/13 21:27,3,1.13,"[0.0, 0, 0, 0, 0]"
20567576,0xa34787dd04fc618a989510ebb946ba6b615999fc,2.041254,Tether : Binance,FALSE,9,['Stargate' nan nan 'Stargate' nan nan nan 'Stargate' nan],7.69,0.85,2,3,7,2023/7/28 1:06,3,12.31,"[0.0, 0.0, 1.4, 0, 0.11]"
20545641,0x006b94d96dbeaf393985db4b441c3569775b1eda,2.046,Tether : Binance,FALSE,6,"['Radiant Capital' 'Holograph' 'Stargate' 'Stargate' 'Holograph'
 'Aptos Bridge']",178.19,29.7,4,3,6,2023/6/1 15:53,3,144.48,"[69.42, 0, 0, 0, 0]"
20511045,0x81bea1421837bef7eb04f5377ff80e8c118a8d33,2.049,Tether : Binance,FALSE,15,"[nan 'Stargate' 'Stargate' nan nan 'Maverick Protocol' nan 'Stargate'
 'Maverick Protocol' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan]",887.23,59.15,3,7,12,2023/7/24 19:13,3,767.84,"[74.3, 428.19, 30.99, 56.49, 90.37]"
20489451,0x156642faf227c318e1473c18947f17bea0ed3ad8,2.026969,Tether : Binance,FALSE,21,"['Bitcoin Bridge' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Stargate'
 'Angle' 'Bitcoin Bridge' 'Stargate']",3103.24,147.77,3,7,7,2023/5/28 8:09,3,168.11,"[23.37, 0, 0, 0, 0]"
20451292,0x8002fbb64230da003c4283c682dcf631fd4ca5da,2.049188,Tether : Binance,FALSE,12,"['Bitcoin Bridge' 'Holograph' nan 'Bitcoin Bridge' 'Stargate' 'Merkly' nan
 nan nan nan nan 'Stargate']",678.3,56.52,5,5,6,2023/3/27 4:49,3,10.69,"[0.0, 0, 3.14, 0, 0]"
20451168,0x135c089cf9954d719e5b9414c35dc1a257754bfa,2.042125,Tether : Binance,FALSE,14,"['Stargate' 'Harmony Bridge' 'Holograph' nan 'Stargate' 'Bitcoin Bridge'
 'CoreDAO' nan 'Bitcoin Bridge' nan 'Merkly' nan 'Stargate' nan]",1350.52,96.47,7,5,7,2023/3/26 2:32,3,16.66,"[0.0, 0, 3.14, 0, 0]"
20451010,0x5566dabe31bb62c178e0fc055f62423202dc58a8,2.04544,Tether : Binance,FALSE,13,"['Holograph' nan 'Bitcoin Bridge' nan nan 'Stargate' nan 'Stargate' nan
 'Merkly' 'Bitcoin Bridge' nan nan]",621.4,47.8,5,5,7,2023/3/22 8:30,3,8.65,"[0.0, 0, 3.14, 0, 0]"
20450933,0x8057d0208f0c66833a6a814d605c5d22e5e72e89,2.062982,Tether : Binance,FALSE,12,"['Stargate' nan nan 'Bitcoin Bridge' nan nan 'Merkly' 'Bitcoin Bridge'
 'Stargate' 'Holograph' nan nan]",544.59,45.38,5,5,7,2023/3/22 11:38,3,6.25,"[0.0, 0, 0, 0, 0]"
20450709,0x24a5d38d611ddd82552cfd698f53699cf92cfcc5,2.039522,Tether : Binance,FALSE,13,"['Stargate' nan nan nan nan 'Bitcoin Bridge' nan nan 'Stargate' 'Merkly'
 nan 'Holograph' 'Bitcoin Bridge']",551.89,42.45,5,5,7,2023/3/22 10:19,3,8.84,"[0.0, 0, 3.14, 0, 0]"
20450512,0xe4af23d74e471ee3db9b74b9ddd5061492d7d225,2.066533,Tether : Binance,FALSE,11,"[nan nan 'Merkly' 'Bitcoin Bridge' nan nan 'Stargate' nan 'Bitcoin Bridge'
 nan 'Stargate']",647.55,58.87,4,5,7,2023/3/27 8:30,3,9.59,"[0.0, 0, 3.14, 0, 0]"
20450443,0xc71f186014373d6b63df66880670807967ed70ba,2.023631,Tether : Binance,FALSE,12,"[nan nan nan nan nan 'Bitcoin Bridge' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Stargate' 'Merkly' nan]",1218.35,101.53,4,5,7,2023/3/26 1:04,3,14.77,"[0.0, 0, 3.14, 0, 0]"
20450428,0x61f26dc6e1905bfbd3304189d7c0ff2a3168d262,2.059408,Tether : Binance,FALSE,11,"[nan 'Harmony Bridge' nan 'Stargate' 'Merkly' nan 'Stargate' nan nan
 'Stargate' 'CoreDAO']",1255.99,114.18,5,5,7,2023/3/28 10:12,3,10.56,"[0.0, 0, 3.14, 0, 0]"
20450352,0x53f0e7a365df672dcc4d5ca3612ddc1a24e6e006,2.069716,Tether : Binance,FALSE,13,"['Bitcoin Bridge' 'Bitcoin Bridge' 'Merkly' nan nan nan 'Holograph'
 'Stargate' nan nan 'Stargate' nan nan]",696.45,53.57,5,5,7,2023/3/27 10:11,3,11.07,"[0.0, 0, 3.14, 0, 0]"
20450277,0xf2af2a9eef2744d3a56ec63109a0e2c75be98d13,2.049,Tether : Binance,FALSE,13,"['Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Angle' 'Merkly' 'Angle' 'Angle']",388.09,29.85,3,5,6,2023/7/21 23:16,3,11.78,"[0, 0, 0, 0, 0]"
20450276,0xf318ea9a9d00fad6fafe94db71bb40df3e16f767,2.03455,Tether : Binance,FALSE,13,"['Bitcoin Bridge' nan 'Holograph' 'Bitcoin Bridge' nan nan nan nan
 'Merkly' nan 'Stargate' 'Stargate' 'Stargate']",1125.61,86.59,5,5,7,2023/3/26 8:17,3,12.84,"[0.0, 0, 3.14, 0, 0]"
20450254,0xde8da3ac237a67628606923d61e3bb3aacaa23d3,2.039,Tether : Binance,FALSE,14,"['Merkly' 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate']",393.2,28.09,3,5,7,2023/7/21 23:18,3,9.22,"[0, 0, 0.01, 0, 0]"
20450210,0x84777cf51d15bb5ef9b024b5871cf94bcaab4802,2.033743,Tether : Binance,FALSE,11,"['Bitcoin Bridge' nan nan nan 'Bitcoin Bridge' 'Stargate' 'Merkly'
 'Stargate' nan nan nan]",649.57,59.05,4,5,7,2023/3/22 9:10,3,9.45,"[0.0, 0, 3.14, 0, 0]"
20450090,0x18e14b83c4c472f85b55742ca3f6af0e8c669ffc,2.049,Tether : Binance,FALSE,12,"['Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Merkly' 'Angle']",360.28,30.02,3,5,6,2023/7/23 18:59,3,11.33,"[0, 0, 0, 0, 0]"
20450005,0xfb0f41c99fc59ded637f277e660d82d0012be7f1,2.041552,Tether : Binance,FALSE,11,"['Stargate' 'Stargate' nan nan nan nan 'Merkly' nan nan 'Bitcoin Bridge'
 'Bitcoin Bridge']",573.03,52.09,4,5,7,2023/3/26 11:07,3,13.85,"[0.0, 0, 3.14, 0, 0]"
20449909,0x577e88cbf64ea076c13995a26f816dbfca031e3d,2.021974,Tether : Binance,FALSE,14,"[nan 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'CoreDAO' nan
 'Merkly' nan nan nan nan 'Harmony Bridge' 'Bitcoin Bridge']",1250.8,89.34,6,5,7,2023/3/22 8:13,3,11.23,"[0.0, 0, 3.14, 0, 0]"
20449869,0x44aef09456d4037cec365b40f12eadc6db703abb,2.014489,Tether : Binance,FALSE,15,"['Merkly' 'Stargate' 'Stargate' nan nan 'Bitcoin Bridge' 'Harmony Bridge'
 nan 'Holograph' nan 'Bitcoin Bridge' nan 'Stargate' nan nan]",1301.05,86.74,6,5,7,2023/3/26 3:38,3,11.68,"[0.0, 0, 3.14, 0, 0]"
20449704,0x66bc6c3f062e046a317e590ab09d70042671daba,2.044476,Tether : Binance,FALSE,12,"[nan 'Bitcoin Bridge' nan nan 'Bitcoin Bridge' nan 'Stargate' 'Stargate'
 nan nan 'Merkly' 'Holograph']",635.26,52.94,5,5,7,2023/3/22 8:57,3,8.44,"[0.0, 0, 3.14, 0, 0]"
20581133,0xd43a44992844fc3c7e3cf96f18ccdcc87599798e,1.999,Tether : Binance,FALSE,27,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",0,0,1,3,7,2023/7/28 20:02,4,35.22,"[0.34, 0, 0, 0, 32.69]"
20581124,0x2cb9e92f764261f196cae3e9f4d6510fede92cf1,1.999,Tether : Binance,FALSE,28,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle']",0,0,1,3,7,2023/7/28 20:01,4,36.24,"[0.39, 0, 0, 0, 33.95]"
20581061,0x64e6030d0f94807d10d8db7f497b0b0f58b3ff9a,1.999,Tether : Binance,FALSE,26,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",0,0,1,3,7,2023/7/28 20:01,4,36.95,"[0.3, 0, 0, 0, 33.71]"
20556689,0x1dd21c63fd2eaaefb5b06f55f5a8c45507983c33,1.999,Tether : Binance,FALSE,10,['l2telegraph' nan nan nan nan nan 'Holograph' nan nan nan],0,0,3,3,7,2023/7/20 13:48,4,20.13,"[2.68, 0.16, 10.87, 0, 1.83]"
20553413,0xf790d864f3446e76c54f0b294470d033b5b4753c,1.979,Tether : Binance,FALSE,6,"['Aptos Bridge' 'Stargate' 'Stargate' 'Radiant Capital' 'Stargate'
 'Bitcoin Bridge']",215.92,35.99,4,3,5,2023/6/2 11:28,4,166.04,"[67.69, 0, 0, 0, 0]"
20539490,0x5995585036ff0c08b482577b0d7428ede278ba2e,1.999,Tether : Binance,FALSE,12,[nan nan nan nan nan nan nan nan nan nan nan nan],0,0,1,3,7,2023/6/21 5:37,4,9.5,"[0.87, 0, 0, 0, 2.64]"
20525652,0x455d853fcc63dd4206b7fe099f17dc944979f027,1.999,Tether : Binance,FALSE,6,[nan nan nan nan nan nan],0,0,1,3,5,2023/7/17 18:51,4,152.99,"[21.36, 0.08, 0.13, 38.05, 57.63]"
20514144,0xd51f580d8ed2b4e126b83bf9b440acffcf545ea2,2.019,Tether : Binance,FALSE,21,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle']",0,0,1,3,7,2023/7/25 22:07,4,34.26,"[0.21, 0, 0, 0, 32.09]"
20514116,0x4d664ddd23638ecbb85567a44d8c5f0cb792aad1,1.999,Tether : Binance,FALSE,18,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",0,0,1,3,6,2023/7/25 22:07,4,33.58,"[0.19, 0, 0, 0, 30.95]"
20506394,0x39c2259f12bf7388672a479eccbdcf0acc56114c,1.999,Tether : Binance,FALSE,9,[nan nan nan nan 'Stargate' nan 'CoreDAO' nan nan],10.96,1.22,3,2,6,2023/5/30 11:52,4,47.18,"[29.23, 0, 0.0, 0, 0]"
20491570,0x23663ceb407d84d9a6b1256e3d59eb8744e5e24f,1.999,Tether : Binance,FALSE,15,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",0,0,1,2,7,2023/6/27 11:25,4,85.42,"[13.73, 0, 0, 0, 0]"
20491565,0x87a1acbe2b1c077fc2a03d86e969cd511b142fb6,1.999,Tether : Binance,FALSE,8,['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle'],13.8,1.72,2,2,7,2023/7/16 7:27,4,175.27,"[16.06, 18.76, 12.14, 0, 14.39]"
20479035,0xba4c3c467f1ccbebaad81a41f64775f0fd4f4efa,1.999,Tether : Binance,FALSE,11,[nan nan 'Stargate' nan nan nan nan nan 'Holograph' nan nan],0.81,0.07,3,3,7,2023/5/10 2:55,4,54.29,"[18.68, 0.0, 5.78, 0, 1.16]"
20477216,0x8473e445e9a58fa50218739281fd4eedf8c292fa,2.01302,Tether : Binance,FALSE,7,[nan nan nan nan nan 'CoreDAO' nan],0,0,2,3,3,2023/7/22 19:36,4,12.67,"[2.43, 0, 0, 0, 0]"
20469795,0x52fe7a143e950ae1614f76a99f4cb8020092b3d8,1.999,Tether : Binance,FALSE,14,[nan nan nan nan nan nan nan nan nan nan nan 'CoreDAO' nan 'CoreDAO'],0,0,2,3,5,2023/6/30 19:49,4,43.6,"[15.67, 2.96, 4.55, 0, 5.09]"
20469718,0x2d4d57ae14ca6c8255f046e73e8c48bd214492b0,1.999,Tether : Binance,FALSE,14,[nan nan nan nan 'CoreDAO' nan nan nan 'CoreDAO' nan nan nan nan nan],0,0,2,3,5,2023/6/30 19:45,4,42.44,"[12.21, 0.82, 4.01, 0, 9.63]"
20469686,0xcca47ea4d21aa6bbd11f0af0b53c67d0a409fa11,1.999,Tether : Binance,FALSE,15,[nan 'CoreDAO' nan nan nan nan nan nan nan 'CoreDAO' nan nan nan nan nan],0,0,2,3,5,2023/6/30 19:38,4,35.92,"[14.98, 1.27, 4.07, 0, 8.49]"
20466992,0xbf74fc1e300fc821283bc823d244f717cee41d85,1.999,Tether : Binance,FALSE,6,[nan 'Holograph' 'Stargate' nan nan nan],2506.16,417.69,3,2,4,2023/6/28 5:50,4,32.23,"[0, 0, 0, 0, 0]"
20460373,0x3e5c21d8b793f642fa37983f447a98a1f13f92d2,1.999,Tether : Binance,FALSE,8,[nan nan 'Aptos Bridge' nan nan 'Decent' nan nan],0,0,3,3,8,2023/7/20 11:41,4,333.33,"[190.68, 9.28, 71.27, 1.09, 3.16]"
20456423,0xbe8bfc45cc9f439996794f991714ca5ae0a9fc6b,1.999,Tether : Binance,FALSE,9,[nan nan nan nan nan nan nan nan nan],0,0,1,3,6,2023/6/21 14:20,4,15.85,"[0.36, 0, 0, 0, 0]"
20440548,0x0d97e863035f0a25b5454aa2dcc94d4f80542067,1.999,Tether : Binance,FALSE,9,[nan nan nan nan 'CoreDAO' nan 'CoreDAO' nan 'CoreDAO'],0,0,2,3,4,2023/7/20 15:16,4,20.01,"[0.0, 0, 14.45, 0, 0]"
20438315,0x649ee4b172b11f1d561a9fd0a9bf415a1eb9df8d,1.999,Tether : Binance,FALSE,6,[nan nan nan 'Holograph' nan 'Holograph'],0,0,2,3,4,2023/7/11 16:09,4,52.61,"[36.51, 0, 0, 0, 0.52]"
20437316,0xb2a03ba493d6f0249b183bc9ded04a294a21e78f,1.999,Tether : Binance,FALSE,6,[nan nan 'Holograph' nan nan nan],0,0,2,3,6,2023/7/20 11:57,4,218.06,"[118.19, 0, 34.41, 0, 4.6]"
20434772,0x88f233296e941528967b40461168cb497756ecf0,1.972807,Tether : Binance,FALSE,23,"['Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X'
 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Holograph' nan 'Omni X' nan
 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X' 'Omni X']",0,0,3,3,7,2023/7/19 15:11,4,275.56,"[123.31, 1.07, 57.24, 0, 4.02]"
20424155,0xeb0ce9a12c673bda6bb526698d0c9b1bb2c8b536,1.999,Tether : Binance,FALSE,11,['CoreDAO' 'CoreDAO' 'CoreDAO' nan nan 'CoreDAO' nan nan nan nan nan],0,0,2,3,4,2023/6/21 8:52,4,50.65,"[10.92, 0.0, 0.88, 0, 0.58]"
20422958,0x3fd4c48af87d16fcb2a62aec35b895f878e277b1,1.999,Tether : Binance,FALSE,7,[nan nan 'Holograph' nan nan nan nan],0.15,0.02,2,3,6,2023/7/19 16:23,4,394.92,"[150.72, 0, 14.11, 0, 9.89]"
20420427,0xb89eedf0ad1d2d7847123089ca0d135ee0a43724,1.999,Tether : Binance,FALSE,6,['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Angle'],112.93,18.82,2,3,4,2023/7/19 11:21,4,121.61,"[4.49, 3.77, 0, 0, 6.95]"
20419683,0xd1ea4ae5c6831c2b0ffe2e9a8daf76fa25ad46db,1.968901,Tether : Binance,FALSE,13,"['Holograph' 'Stargate' 'Holograph' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Holograph' nan 'Stargate']",29.83,2.29,3,2,5,2023/5/30 19:50,4,21.05,"[7.03, 0.0, 1.72, 0, 0.07]"
20418735,0xe0fab9844b4f86f31ae18a260acceef38ea1f869,1.999,Tether : Binance,FALSE,6,[nan 'Stargate' nan nan nan nan],0.74,0.12,2,3,5,2023/7/11 6:37,4,152.64,"[0.02, 0.0, 134.64, 0, 0.57]"
20418681,0xd6d191df0b909460ba5c0611f8e67a68748f5f7f,1.999,Tether : Binance,FALSE,6,[nan nan nan nan nan nan],0,0,1,3,3,2023/6/7 4:29,4,280.05,"[3.03, 0, 0, 0, 222.85]"
20418497,0xb4dad0cf9b46b16291e0b8350ecc9dbfab2a3e5e,1.999,Tether : Binance,FALSE,17,"['CoreDAO' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate' 'CoreDAO' 'CoreDAO'
 'CoreDAO' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'CoreDAO' 'CoreDAO'
 'Stargate' 'Stargate' 'Stargate']",3183.66,187.27,2,3,4,2023/4/2 13:23,4,412.87,"[33.17, 58.49, 0, 0, 87.56]"
20418294,0xf69e414619d0f925a8791cd9e11438f4a737d4e3,1.96339,Tether : Binance,FALSE,6,['Holograph' 'Holograph' 'Aptos Bridge' 'Holograph' 'Holograph' nan],0,0,3,3,5,2023/7/20 12:28,4,80.85,"[13.54, 2.76, 2.02, 0, 0.36]"
20417736,0xd3ba42672357bbdc0dde24ead2db143fdd43499b,1.999,Tether : Binance,FALSE,8,[nan nan nan nan nan nan nan nan],0,0,1,3,6,2023/7/13 8:32,4,4442.58,"[3840.04, 36.13, 0.0, 0, 0]"
20417034,0xdcb504be089106a01e66f74fc144e25a7a427b58,1.999,Tether : Binance,FALSE,6,[nan 'Stargate' 'Holograph' nan nan nan],3.12,0.52,3,1,5,2023/5/30 3:51,4,1133.81,"[414.1, 559.45, 0, 0, 32.86]"
20411650,0x61cdcc0dc52d262abf59c3e2d1990942d982bef3,1.999,Tether : Binance,FALSE,6,[nan nan nan nan nan nan],0,0,1,3,4,2023/6/27 2:46,4,41.8,"[0.0, 0.0, 12.91, 0, 0.02]"
20680846,0x015d21174a65293a03e01a0ec2040d5a95ee448a,1.941513,Tether : Binance,FALSE,31,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Stargate' 'Stargate' 'Stargate' 'DeFi Kingdoms'
 'l2telegraph' 'Stargate' 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Stargate' 'Angle' 'Angle']",3453.47,111.4,5,10,14,2023/6/22 22:07,5,160.58,"[5.72, 3.07, 4.75, 0, 12.73]"
